const_consumed,const_itersMu,const_itersSigma,const_number,const_produced,const_salaryMu,const_salarySigma,const_time,var_capitalMu,var_capitalSigma,var_employeesMu,var_employeesSigma,var_goodwillMu,var_goodwillSigma,var_total_value_destroyedMu,var_total_value_destroyedSigma,var_valueProducedMu,var_valueProducedSigma
2.0,3.7773080315093077,13.540664992936245,2.0,1.0,65974.8782064403,588105.1924590848,5.0,-7.386328334946859E7,1.0671028047810204E7,1.0,0.0,6858007.25,540326.0,6.726054793296205E7,24.337038978934288,7755050.8125,675407.5
2.0,3.7773080315093077,13.540664992936245,2.0,1.0,65974.8782064403,588105.1924590848,5.0,-7.833422484946859E7,1.1346435547810204E7,1.0,0.0,6861576.3125,540326.0,7.712001380796205E7,24.337038978934288,7751481.75,675407.5
2.0,3.7773080315093077,13.540664992936245,2.0,1.0,65974.8782064403,588105.1924590848,5.0,-8.279802834946859E7,1.2021843047810204E7,1.0,0.0,3573898.0,540326.0,8.369180137046205E7,24.337038978934288,7755050.8125,675407.5
2.0,3.7773080315093077,13.540664992936245,2.0,1.0,65974.8782064403,588105.1924590848,5.0,-9.173277334946859E7,1.3372658047810202E7,1.0,0.0,6858007.25,540326.0,9.354769818296205E7,24.337038978934288,7755050.8125,675407.5
2.0,3.7773080315093077,13.540664992936245,2.0,1.0,65974.8782064403,588105.1924590848,5.0,-9.620371484946859E7,1.4048065547810204E7,1.0,0.0,6861576.3125,540326.0,1.0340716405796205E8,24.337038978934288,7751481.75,675407.5
2.0,3.7773080315093077,13.540664992936245,2.0,1.0,65974.8782064403,588105.1924590848,5.0,-1.0066751834946859E8,1.4723473047810204E7,1.0,0.0,3573898.0,540326.0,1.0997895162046205E8,24.337038978934288,7755050.8125,675407.5
2.0,3.7773080315093077,13.540664992936245,2.0,1.0,65974.8782064403,588105.1924590848,5.0,-1.0960226334946859E8,1.6074288047810204E7,1.0,0.0,6858007.25,540326.0,1.1983484843296205E8,24.337038978934288,7755050.8125,675407.5
2.0,3.7773080315093077,13.540664992936245,2.0,1.0,65974.8782064403,588105.1924590848,5.0,-1.1407320484946859E8,1.6749695547810204E7,1.0,0.0,6861576.3125,540326.0,1.2969431430796205E8,24.337038978934288,7751481.75,675407.5
2.0,3.7773080315093077,13.540664992936245,2.0,1.0,65974.8782064403,588105.1924590848,5.0,-1.1853700834946859E8,1.7425103047810204E7,1.0,0.0,3573898.0,540326.0,1.3626610187046206E8,24.337038978934288,7755050.8125,675407.5
2.0,3.7773080315093077,13.540664992936245,2.0,1.0,65974.8782064403,588105.1924590848,5.0,-1.2747175334946859E8,1.8775918047810204E7,1.0,0.0,6858007.25,540326.0,1.4612199868296206E8,24.337038978934288,7755050.8125,675407.5
